Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
Q13442,28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1),PDAP1 HASPP28,9,47.0,20.63,181,0.0,65.729,107160000.0,2225;7574;11794;15392;16290;23003;24470;24471;29740,7842;7843;7844;26539;41299;41300;41301;41302;41303;41304;54478;54479;54480;54481;57263;57264;57265;79624;79625;79626;79627;84374;84375;103327;103328,8170
Q13445,Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (Tp24) (p24gamma1),TMED1 IL1RL1L IL1RL1LG,2,13.2,25.206,227,0.0,9.7085,15422000.0,14848;16657,52657;52658;58516;58517,54972
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase),FKBP5 AIG6 FKBP51,15,42.9,51.212,457,0.0,74.428,110700000.0,1424;1597;2679;5063;6742;8394;8555;8747;11644;15301;16164;21255;23118;27098;28843,4946;5564;5565;5566;9436;17796;17797;17798;17799;17800;17801;17802;23871;23872;29322;29323;29928;30583;40751;40752;40753;54153;56863;56864;56865;73925;73926;73927;79939;93305;93306;93307;100134;100135;100136;100137;100138;100139,5158
Q13492,Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein),PICALM CALM,5,13.8,70.754,652,0.0,27.026,20236000.0,2606;14447;21587;21868;25381,9167;9168;9169;9170;51131;75129;76068;87432,9549
Q13496,"Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",MTM1 CG2,2,3.2,69.931,603,0.003662,2.6605,1326300.0,2255;23210,80163,83931
Q13505,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),MTX1 MTX MTXN,6,18.7,51.462,466,0.0,40.939,34641000.0,1124;14391;18879;22158;22835;27125,3867;50891;65838;65839;77035;79096;93377;93378;93379,4031
Q13509,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),TUBB3 TUBB4,9,58.4,50.432,450,0.0,97.988,184390000.0,1324;1759;5727;8026;9211;9212;10589;10590;13957;14333;14440;15082;15575;16625;16634;17568;20446;21238;21533;23166;24036;31038,4584;4585;4586;4587;4588;4589;4590;4591;4592;4593;4594;4595;4596;4597;4598;4599;4600;4601;4602;4603;4604;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;6203;6204;6205;6206;6207;6208;6209;6210;6211;6212;6213;6214;6215;6216;6217;6218;6219;6220;6221;6222;6223;6224;6225;20357;20358;28013;28014;28015;28016;28017;28018;28019;32093;32094;32095;32096;32097;32098;32099;32100;32101;32102;32103;32104;32105;32106;32107;36986;36987;36988;36989;36990;36991;36992;36993;36994;36995;36996;36997;36998;36999;37000;37001;37002;37003;37004;37005;37006;49394;49395;49396;49397;49398;49399;49400;49401;49402;49403;49404;49405;49406;49407;49408;49409;49410;49411;49412;49413;49414;49415;49416;49417;50649;50650;50651;51094;51095;53485;55059;55060;55061;55062;58365;58366;58367;58368;58369;58370;58371;58372;58373;58414;58415;58416;58417;58418;58419;58420;58421;58422;58423;58424;58425;61612;61613;61614;71181;71182;71183;71184;71185;71186;71187;71188;71189;71190;71191;71192;73863;73864;73865;73866;73867;74915;74916;74917;74918;74919;74920;74921;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;80057;82839;82840;82841;107909,4811
Q13510,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],ASAH1 ASAH HSD-33 HSD33,3,7.8,44.659,395,0.0,7.3714,8279700.0,7692;12461;19486,26857;43711;67804;67805;67806;67807;67808,27925
Q13523,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),PRPF4B KIAA0536 PRP4 PRP4H PRP4K,10,11.9,116.99,1007,0.0,26.877,55223000.0,743;1908;1937;4287;5131;14365;18397;26518;29154;30921,2640;6701;6702;6703;6797;6798;6799;6800;14986;14987;14988;18041;18042;18043;18044;50796;50797;50798;64335;91467;91468;101231;107519,2740
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),PIN1,3,33.1,18.243,163,0.0,27.324,23133000.0,24072;26216;26501,83015;83016;83017;83018;90359;91406;91407;91408;91409;91410;91411;91412,86901
Q13547,Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-),HDAC1 RPD3L1,12,29.3,55.102,482,0.0,64.724,110650000.0,1851;3631;11837;15757;17579;20080;22713;24340;29076;29103;30691;30792,6560;12723;12724;12725;12726;12727;41465;55597;61650;61651;61652;69942;69943;78790;78791;78792;78793;83940;83941;83942;83943;100892;101037;101038;106603;106604;106980;106981;106982;106983,6846
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),CAMK2D CAMKD,9,24.8,56.369,499,0.0,59.932,68886000.0,1006;4272;7766;7767;9446;12872;14118;14458;29669,3476;3477;14934;14935;14936;27071;27072;27073;27074;32892;32893;32894;32895;45148;50002;50003;50004;50005;51164;103056;103057,3615
Q13561,Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin),DCTN2 DCTN50,12,44.1,44.23,401,0.0,56.635,50876000.0,2423;4574;7275;18111;18125;19305;19419;22681;26314;27251;29472;30313,8504;16214;25612;25613;25614;63447;63448;63485;67168;67563;67564;67565;78675;78676;78677;78678;90724;90725;93765;93766;102396;102397;102398;102399;105237,8870
Q13564,"NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)",NAE1 APPBP1 HPP1,5,11.4,60.246,534,0.0,11.986,38794000.0,3079;3389;6310;18250;20767,10748;10749;10750;10751;11909;22388;22389;63878;63879;72329;72330,11201
Q13573,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,11,29.5,61.494,536,0.0,46.501,67481000.0,1757;3953;4096;6302;6696;8159;9568;11033;26352;27151;31348,6199;6200;6201;13822;13823;14317;22344;22345;23740;28536;33334;38561;38562;38563;90836;90837;93442;108932;108933;108934;108935,6465
Q13576,Ras GTPase-activating-like protein IQGAP2,IQGAP2,45,37.9,180.58,1575,0.0,214.12,314070000.0,1813;2898;3780;5408;7272;10366;10592;11845;12578;13281;14520;15528;15823;16336;17327;17411;17689;18724;18939;19004;21337;21469;21874;22460;24003;24567;24809;25123;25272;25273;26015;26591;26592;26596;26730;28023;28971;29576;29810;30415;30506;30714;30753;31064;31171,6421;6422;10134;10135;10136;13264;13265;19156;19157;25607;25608;25609;36183;37010;37011;41493;41494;41495;41496;41497;44142;44143;44144;44145;46746;46747;51401;51402;51403;54939;55817;55818;55819;55820;55821;55822;55823;55824;57391;60635;60636;60637;61014;61015;61983;61984;61985;61986;61987;61988;61989;65346;65347;65348;65349;65350;66028;66029;66231;66232;74208;74209;74210;74211;74212;74213;74214;74717;76095;76096;76097;76098;76099;76100;78068;82735;82736;84701;84702;84703;84704;85494;85495;85496;85497;85498;85499;86463;86464;86465;86466;87016;87017;87018;89566;89567;91725;91726;91727;91728;91734;91735;92180;92181;92182;92183;92184;96844;96845;96846;96847;96848;96849;100559;100560;102725;103591;105598;105599;105914;105915;106684;106685;106686;106687;106855;107980;107981;107982;108327;108328,6702
Q13586,Stromal interaction molecule 1,STIM1 GOK,3,4.2,77.422,685,0.0025892,3.0397,4613200.0,12968;14083;30380,45539;49906;49907;105466,47463
Q13595,Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A),TRA2A,4,19.1,32.688,282,0.0,10.119,15358000.0,1876;11968;23763;24939;30736,6610;42091;81898;85902;106777;106778;106779;106780,6897
Q13596,Sorting nexin-1,SNX1,15,32.0,59.069,522,0.0,43.069,204410000.0,1735;2738;5865;6080;6821;9341;14567;18340;18823;18917;20324;24439;28417;30956;31439,6094;6095;6096;6097;6098;6099;9662;9663;9664;20851;20852;21538;21539;24128;24129;24130;24131;24132;24133;32545;51612;51613;64115;64116;65655;65656;65657;65981;70845;84273;98404;98405;98406;107649;107650;109252;109253;109254,6356
Q13601,KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2) (KRR-R motif-containing protein 1) (Rev-interacting protein 1) (Rip-1),KRR1 HRB2,5,18.6,43.664,381,0.0,16.305,12299000.0,2385;8360;10972;17303;20937,8381;29201;29202;38365;60551;72865;72866,8744
Q13616,Cullin-1 (CUL-1),CUL1,11,16.2,89.677,776,0.0,33.566,29813000.0,3298;7765;10135;14155;18324;22104;22942;25048;26065;30824;31079,11607;27070;35332;35333;50108;64067;64068;64069;76857;76858;76859;79439;86265;89767;89768;89769;89770;107159;108028,12093
Q13617,Cullin-2 (CUL-2),CUL2,5,7.0,86.982,745,0.0,9.0967,5956100.0,5016;9172;19441;20550;30818,17620;31966;67636;71573;107133,18330
Q13618,Cullin-3 (CUL-3),CUL3 KIAA0617,8,11.1,88.929,768,0.0,17.091,19383000.0,1722;8251;9058;11063;22174;23151;25313;29031,6066;6067;28856;28857;31591;31592;31593;38684;77074;80013;87150;87151;100764,6324
Q13619,Cullin-4A (CUL-4A),CUL4A,5,7.0,87.679,759,0.0,10.848,57606000.0,4009;5113;7657;18559;18987,14023;14024;14025;18003;18004;26754;26755;64913;66195,14571
Q13620,Cullin-4B (CUL-4B),CUL4B KIAA0695,4,6.0,103.98,913,0.0,9.3666,6518900.0,5113;5656;7969;8173;17843,18003;18004;20104;27822;28576;62532;62533,18726
Q13630,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)",GFUS SDR4E1 TSTA3,3,13.1,35.892,321,0.0,11.579,25205000.0,3112;13921;29795,10840;10841;10842;49237;49238;49239;49240;103553;103554;103555;103556,11293
Q13637,Ras-related protein Rab-32,RAB32,5,32.4,24.997,225,0.0,27.07,27115000.0,1060;4529;4922;28516;29043,3644;15962;17329;17330;17331;17332;17333;98782;98783;98784;100802,3786
Q13685,Angio-associated migratory cell protein,AAMP,5,15.2,46.75,434,0.0,16.688,31884000.0,3232;10581;19046;19687;26809,11316;11317;11318;11319;11320;36947;36948;66343;66344;66345;68562;68563;68564;92426,11786
Q13724,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),MOGS GCS1,18,32.1,91.916,837,0.0,118.26,150630000.0,2333;2739;2795;7478;8143;8924;9467;10278;11314;11462;16485;17479;22247;23001;24879;26668;28005;30755,8186;8187;8188;8189;8190;9665;9834;9835;9836;26209;26210;28476;28477;28478;28479;28480;28481;28482;28483;31139;32966;32967;32968;32969;32970;32971;35892;35893;35894;39537;39538;39539;39540;40066;40067;40068;57869;57870;61313;77334;77335;79617;85738;85739;85740;85741;91970;91971;91972;96797;96798;96799;96800;106862;106863;106864,8542
Q13740,CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166),ALCAM MEMD,5,11.0,65.102,583,0.0,19.607,20289000.0,7185;16114;22616;25543;30580,25356;56717;78504;87967;87968;87969;87970;106177,26387
Q13769,THO complex subunit 5 homolog (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90),THOC5 C22orf19 KIAA0983,2,2.8,78.507,683,0.0023101,3.1242,1423600.0,1809;23752,6416;81864,6696
Q13813,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1 NEAS SPTA2,132,60.6,284.54,2472,0.0,323.31,2005600000.0,599;1152;1337;1623;1736;2244;3109;3125;3285;4119;4120;4121;4122;4141;4142;4250;4334;4343;4404;4413;4419;4426;4466;4707;4974;5088;5090;5101;5228;5385;5467;5582;5593;5984;6703;6704;6707;7064;7285;7419;9660;9930;9931;10106;11089;11090;11128;11830;12102;12493;12494;12495;12710;13041;14454;15223;15281;15410;15412;15413;15430;15442;15598;15670;15678;15719;15776;16208;16384;16562;16744;16746;16827;17176;17328;17356;17565;17664;17665;17754;17757;17758;17761;17830;18028;18029;18439;18855;18936;18963;19041;20011;20325;20395;20477;21259;21380;21604;22045;22062;22105;22144;22145;22182;22360;22684;22719;22882;22963;23200;23201;23258;23339;23445;24635;24641;25035;25130;25195;25777;26534;27596;27597;27670;28091;28838;29123;29124;29133;29198;30315;30542,2087;2088;2089;2090;2091;2092;2093;2094;2095;3959;3960;3961;3962;3963;3964;4664;4665;4666;4667;4668;4669;4670;4671;5660;5661;5662;6100;6101;6102;6103;7927;7928;10837;10887;11566;11567;14394;14395;14396;14397;14398;14399;14400;14401;14402;14403;14404;14405;14406;14481;14482;14483;14484;14485;14486;14487;14488;14489;14490;14491;14492;14493;14852;14853;15147;15148;15174;15175;15176;15177;15178;15179;15180;15181;15449;15450;15451;15452;15453;15454;15455;15456;15457;15458;15459;15516;15517;15518;15519;15533;15534;15535;15536;15537;15538;15539;15557;15558;15559;15560;15561;15744;16664;17496;17497;17498;17499;17888;17889;17890;17891;17892;17895;17896;17897;17898;17943;17944;17945;18418;18419;19069;19070;19071;19072;19073;19074;19075;19076;19077;19344;19345;19346;19347;19348;19349;19350;19809;19810;19811;19812;19813;19861;19862;19863;21223;23760;23761;23762;23763;23764;23765;23766;23767;23768;23769;23770;23776;23777;24965;25656;25657;25658;25659;26023;26024;26025;26026;26027;33650;33651;33652;33653;33654;33655;33656;33657;33658;33659;33660;33661;34615;34616;34617;35256;38783;38784;38785;38786;38915;38916;38917;38918;38919;38920;38921;38922;38923;41435;41436;42550;43796;43797;43798;43799;43800;43801;43802;44574;44575;44576;44577;44578;44579;44580;45852;45853;51149;51150;51151;51152;51153;51154;51155;51156;51157;53885;53886;53887;53888;53889;53890;54073;54555;54556;54557;54558;54562;54563;54564;54565;54566;54641;54642;54662;54663;54664;55129;55130;55351;55375;55376;55489;55490;55645;57007;57008;57559;57560;57561;57562;58168;58169;58782;58783;58784;58787;58788;58789;59059;60113;60114;60638;60639;60640;60790;60791;60792;60793;60794;60795;61605;61606;61607;61912;61913;61914;61915;61916;61917;61918;61919;62203;62204;62205;62212;62213;62228;62229;62490;62491;63144;63145;63146;63147;63148;63149;63150;63151;64533;64534;64535;64536;65763;65764;65765;65766;65767;65768;65769;66020;66021;66022;66023;66024;66107;66108;66109;66110;66111;66112;66113;66114;66316;66317;66318;66319;66320;66321;69680;69681;70846;70847;70848;70849;71028;71029;71030;71031;71314;71315;73950;73951;73952;74376;74377;74378;74379;75172;75173;75174;75175;75176;75177;75178;76671;76672;76709;76710;76860;76861;76997;76998;77102;77706;77707;77708;78688;78689;78690;78691;78805;78806;78807;78808;79262;79520;80142;80143;80144;80145;80146;80283;80487;80751;80752;80753;80754;80755;80756;84916;84930;84931;84932;84933;84934;84935;84936;86231;86232;86233;86234;86235;86236;86237;86477;86478;86776;86777;86778;86779;86780;86781;86782;88766;88767;88768;88769;88770;88771;88772;88773;88774;91515;95145;95146;95147;95148;95149;95435;97069;100120;100121;100122;100123;101134;101135;101136;101153;101154;101155;101427;101428;105239;105240;106031;106032,2177
Q13823,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),GNL2 NGP1,3,5.3,83.654,731,0.0,14.986,10324000.0,13014;13554;31459,45732;47857;47858;109318,47674
Q13838,Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein),DDX39B BAT1 UAP56,18,51.6,48.991,428,0.0,212.65,689340000.0,776;777;1385;2999;3402;3491;6815;9120;10836;12159;13915;14998;15240;19377;20660;22917;23060;29149,2732;2733;2734;2735;2736;2737;2738;2739;2740;4844;4845;4846;4847;4848;10528;11940;12256;12257;12258;12259;12260;12261;12262;12263;24105;24106;24107;24108;24109;24110;24111;24112;31785;31786;31787;31788;31789;31790;37867;37868;37869;37870;37871;37872;37873;37874;37875;37876;37877;37878;37879;42748;42749;42750;42751;49219;49220;53234;53235;53956;67400;67401;67402;67403;67404;67405;71968;71969;71970;71971;71972;71973;71974;79375;79376;79377;79775;79776;101207;101208;101209;101210;101211;101212;101213;101214;101215,2838
Q13867,Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40),BLMH,11,26.6,52.562,455,0.0,41.49,54697000.0,2140;3593;6466;13372;19885;20320;21210;25238;26745;26746;28188,7562;12632;22916;47147;69266;69267;69268;70831;70832;73770;73771;86918;86919;86920;86921;92238;92239;92240;97478;97479,7878
Q13868,Exosome complex component RRP4 (Exosome component 2) (Ribosomal RNA-processing protein 4),EXOSC2 RRP4,2,10.2,32.789,293,0.0,13.556,7563400.0,16870;30833,59196;59197;59198;107180,62112
Q13884,Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (BSYN2) (Syntrophin-2) (Tax interaction protein 43) (TIP-43),SNTB1 SNT2B1,16,38.7,58.06,538,0.0,131.89,162970000.0,2630;3239;3240;4391;4796;5709;9711;10829;17397;19588;22082;22190;22416;24391;25702;26420,9244;11336;11337;11338;11339;11340;11341;15382;15383;15384;15385;16929;16930;20291;20292;20293;33823;33824;33825;33826;33827;37849;37850;37851;60975;60976;68145;68146;68147;68148;68149;76770;76771;76772;76773;76774;77148;77149;77888;77889;77890;77891;84145;88538;88539;88540;88541;91121;91122;91123,9627
Q13885,Tubulin beta-2A chain (Tubulin beta class IIa),TUBB2A TUBB2,7,67.9,49.906,445,0.0,134.39,614750000.0,1324;1760;7651;8027;9211;9212;9600;10589;10590;13956;14039;14282;14333;15177;15575;16634;17569;19463;20423;20424;20433;21238;21533;23166;24134;25789,4584;4585;4586;4587;4588;4589;4590;4591;4592;4593;4594;4595;4596;4597;4598;4599;4600;4601;4602;4603;4604;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;6226;6227;6228;6229;26737;26738;26739;28020;28021;28022;28023;28024;28025;28026;28027;28028;28029;28030;28031;28032;28033;28034;28035;28036;28037;28038;28039;28040;28041;28042;28043;28044;28045;28046;28047;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057;32093;32094;32095;32096;32097;32098;32099;32100;32101;32102;32103;32104;32105;32106;32107;33452;36986;36987;36988;36989;36990;36991;36992;36993;36994;36995;36996;36997;36998;36999;37000;37001;37002;37003;37004;37005;37006;49392;49393;49751;49752;49753;49754;49755;50516;50517;50518;50519;50649;50650;50651;53761;55059;55060;55061;55062;58414;58415;58416;58417;58418;58419;58420;58421;58422;58423;58424;58425;61615;61616;61617;61618;61619;61620;61621;61622;61623;61624;67713;67714;67715;67716;67717;67718;67719;67720;67721;67722;67723;67724;67725;67726;67727;67728;67729;67730;67731;67732;71110;71111;71112;71140;73863;73864;73865;73866;73867;74915;74916;74917;74918;74919;74920;74921;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;80057;83212;83213;83214;83215;83216;83217;83218;83219;83220;83221;88848;88849;88850;88851;88852;88853;88854;88855;88856,4811
Q13895,Bystin,BYSL ENP1,6,20.1,49.601,437,0.0,27.429,23298000.0,7065;11669;12053;18906;22814;30878,24966;24967;24968;40845;40846;40847;42413;42414;65945;79041;107354,25985
Q13907,Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1),IDI1,12,55.5,26.319,227,0.0,89.251,110380000.0,749;963;14489;15761;15794;17811;20653;21728;21797;25607;25608;30352,2649;2650;3303;3304;3305;3306;51266;51267;51268;55605;55606;55607;55700;55701;55702;55703;55704;55705;62442;71950;71951;71952;71953;75656;75657;75658;75873;75874;75875;88167;88168;105381,2750
Q13951,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),CBFB,2,14.3,21.508,182,0.00029709,3.628,4441900.0,2182;29564,7691;7692;102684,8010
