Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
Q10570,Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit),CPSF1 CPSF160,0.815785327,0.816863926,0.750729783,87411
Q10713,Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55),PMPCA INPP5E KIAA0123 MPPA,0.952988676,0.852560704,0.822682446,43202
Q12768,WASH complex subunit 5 (Strumpellin) (WASH complex subunit strumpellin),WASHC5 KIAA0196,0.77506647,0.820635699,0.79081854,182392
Q12788,Transducin beta-like protein 3 (WD repeat-containing protein SAZD),TBL3 SAZD,0.856838996,0.862245255,0.855591716,2224
Q12792,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9,0.723200394,0.525677068,0.770493097,66734
Q12874,Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61),SF3A3 SAP61,1.049630724,0.995938091,0.97918146,54388
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,0.780738552,0.8610647,0.879043393,14557
Q12905,Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa),ILF2 NF45 PRO3063,1.406105367,1.393855112,1.468343195,25586
Q12906,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,1.385130478,1.455784219,1.42357002,34926
Q12907,Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),LMAN2 C5orf8,1.360807484,1.424869689,1.466469428,46349
Q12931,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",TRAP1 HSP75,1.243623831,1.383950457,1.281360947,10551
Q12955,Ankyrin-3 (ANK-3) (Ankyrin-G),ANK3,3.789364845,3.140175883,2.890138067,6121
Q12959,Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg),DLG1,1.002855736,0.955118906,1.042899408,18395
Q12996,Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77),CSTF3,1.012703102,0.899392715,1.040138067,88486
Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)",ECH1,4.473067454,4.510119756,4.300295858,38278
Q13045,Protein flightless-1 homolog,FLII FLIL,0.78164451,0.747491321,0.806637081,1393
Q13057,Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],COASY PSEC0106,1.504480551,1.422368513,1.470710059,35812
Q13085,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha),ACACA ACAC ACC1 ACCA,1.410142787,1.381549328,1.484220907,14196
Q13098,COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH),GPS1 COPS1 CSN1,1.177252585,1.307714626,1.212524655,9438
Q13126,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase),MTAP MSAP,0.37671098,0.470221004,0.394447732,27970
Q13148,TAR DNA-binding protein 43 (TDP-43),TARDBP TDP43,0.939192516,0.909137295,0.911587771,9879
Q13151,Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0),HNRNPA0 HNRPA0,1.118562285,1.073504547,1.113313609,37171
Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),AIMP2 JTV1 PRO0992,0.977882816,1.017878403,0.888175542,48874
Q13162,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),PRDX4,1.669620876,1.525516993,1.51321499,65030
Q13177,Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)],PAK2,0.751600197,0.64908507,0.858934911,56875
Q13185,Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein),CBX3,1.026686361,1.101317619,1.012623274,38305
Q13190,Syntaxin-5,STX5 STX5A,1.103692762,1.276399908,1.097731755,25153
Q13200,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2),PSMD2 TRAP2,0.747415066,0.727561954,0.733234714,34576
Q13228,Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1),SELENBP1 SBP,6.176563269,6.40451012,8.282051282,37080
Q13242,"Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)",SRSF9 SFRS9 SRP30C,1.108025603,1.210869108,1.278796844,39392
Q13243,"Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)",SRSF5 HRS SFRS5 SRP40,1.145445593,1.132732384,1.186883629,39267
Q13247,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)",SRSF6 SFRS6 SRP55,1.270310192,1.541324422,1.549013807,39293
Q13263,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28),TRIM28 KAP1 RNF96 TIF1B,1.380699163,1.40365972,1.430374753,3145
Q13283,Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1),G3BP1 G3BP,0.466036435,0.480045621,0.505285996,44128
Q13310,Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP),PABPC4 APP1 PABP4,0.517163959,0.536412114,0.565631164,17014
Q13330,Metastasis-associated protein MTA1,MTA1,1.000295421,1.237581663,1.211045365,15086
Q13347,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),EIF3I EIF3S2 TRIP1,0.95581487,0.951487199,0.917623274,54970
Q13363,C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-),CTBP1 CTBP,1.747316593,1.960221304,1.805621302,31589
Q13405,"39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49) (Mitochondrial large ribosomal subunit protein mL49) (Neighbor of FAU) (NOF) (Protein NOF1)",MRPL49 C11orf4 NOF1 OK/SW-cl.67,1.578335795,1.610857103,1.526232742,62421
Q13409,"Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)",DYNC1I2 DNCI2 DNCIC2,0.536592811,0.61580943,0.558441815,50278
Q13418,Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK),ILK ILK1 ILK2,0.828458887,0.713805489,0.424526627,44823
Q13425,Beta-2-syntrophin (59 kDa dystrophin-associated protein A1 basic component 2) (Syntrophin-3) (SNT3) (Syntrophin-like) (SNTL),SNTB2 D16S2531E SNT2B2 SNTL,2.715706548,2.802817324,2.801577909,12197
Q13428,Treacle protein (Treacher Collins syndrome protein),TCOF1,0.427996061,0.458975719,0.392692308,81378
Q13435,Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145),SF3B2 SAP145,1.055637617,1.003171491,0.884329389,4109
Q13443,Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase),ADAM9 KIAA0021 MCMP MDC9 MLTNG,1.032594781,1.122727682,1.117850099,68941
Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase),FKBP5 AIG6 FKBP51,0.785829641,0.848008564,0.847495069,18164
Q13501,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),SQSTM1 ORCA OSIL,0.6796258,0.762528388,0.713451677,38599
Q13509,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),TUBB3 TUBB4,0.951088134,0.759977189,0.755069034,14659
Q13510,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],ASAH1 ASAH HSD-33 HSD33,1.930674545,1.873780677,1.976923077,41720
Q13523,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),PRPF4B KIAA0536 PRP4 PRP4H PRP4K,1.1596258,1.153542165,1.103155819,473
Q13547,Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-),HDAC1 RPD3L1,0.906834072,0.95480876,1.001084813,45800
Q13561,Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin),DCTN2 DCTN50,0.799034958,0.838133923,0.829092702,56152
Q13586,Stromal interaction molecule 1,STIM1 GOK,4.316198917,2.715776415,2.542800789,13069
Q13596,Sorting nexin-1,SNX1,1.133037912,0.957049813,1.141420118,20554
Q13616,Cullin-1 (CUL-1),CUL1,0.845632693,1.161645974,1.043885602,45678
Q13617,Cullin-2 (CUL-2),CUL2,0.795696701,0.643252329,0.869191321,20952
Q13618,Cullin-3 (CUL-3),CUL3 KIAA0617,1.035056622,1.021580143,0.743333333,20314
Q13620,Cullin-4B (CUL-4B),CUL4B KIAA0695,1.27966519,1.40165878,1.468639053,10353
Q13630,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Short-chain dehydrogenase/reductase family 4E member 1)",GFUS SDR4E1 TSTA3,1.458394879,1.164247196,1.360650888,39304
Q13813,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1 NEAS SPTA2,0.273904481,0.278480886,0.255325444,2342
Q13823,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),GNL2 NGP1,1.347119645,1.4580853,1.325542406,54024
Q13838,Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein),DDX39B BAT1 UAP56,0.843613983,0.861684992,0.834260355,8940
Q13895,Bystin,BYSL ENP1,1.116592811,0.985643252,1.018047337,62466
Q13951,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),CBFB,0.769335303,0.753173992,0.749605523,26468
Q14008,Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG),CKAP5 KIAA0097,1.098375185,1.144838074,1.184812623,588
Q14011,Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP),CIRBP A18HNRNP CIRP,2.249729197,2.450451712,2.585502959,60467
Q14103,Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1),HNRNPD AUF1 HNRPD,1.000492368,1.078306804,1.031163708,86788
Q14108,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36),SCARB2 CD36L2 LIMP2 LIMPII,1.827277203,1.823156884,2.008382643,43858
Q14126,Desmoglein-2 (Cadherin family member 5) (HDGC),DSG2 CDHF5,2.893549975,3.167288626,2.943885602,31197
Q14152,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185),EIF3A EIF3S10 KIAA0139,0.808852782,0.845877562,0.816765286,17926
Q14157,Ubiquitin-associated protein 2-like (Protein NICE-4),UBAP2L KIAA0144 NICE4,1.007976366,1.142737086,1.035798817,14899
Q14160,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL,0.90859675,0.850879914,0.936508876,16152
Q14165,Malectin,MLEC KIAA0152,2.357754801,1.979030144,2.201972387,49978
Q14166,Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12),TTLL12 KIAA0153,1.343377646,1.318619751,1.28382643,9919
Q14195,Dihydropyrimidinase-related protein 3 (DRP-3) (Collapsin response mediator protein 4) (CRMP-4) (Unc-33-like phosphoprotein 1) (ULIP-1),DPYSL3 CRMP4 DRP3 ULIP ULIP1,0.784992614,0.704601163,0.66066075,2081
Q14203,Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued),DCTN1,0.80736583,0.774624073,0.797337278,8584
Q14204,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325,0.701969473,0.709793603,0.699201183,3684
Q14240,Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2),EIF4A2 DDX2B EIF4F,1.075529296,1.120526648,0.972179487,45319
Q14247,Src substrate cortactin (Amplaxin) (Oncogene EMS1),CTTN EMS1,0.897676022,0.947855492,0.884970414,23107
Q14257,Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP),RCN2 ERC55,1.2990645,1.476393905,1.346351085,8003
Q14258,E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147),TRIM25 EFP RNF147 ZNF147,0.691688823,0.804858283,0.698836292,18868
Q14353,Guanidinoacetate N-methyltransferase (EC 2.1.1.2),GAMT,3.660364353,4.238492091,3.841321499,125503
Q14376,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase),GALE,1.047562777,1.112622933,1.031854043,33516
Q14444,Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105),CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105,1.07562777,1.044691005,1.221893491,207356
Q14498,RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1),RBM39 HCC1 RNPC2,0.876779911,0.827739037,0.967859961,5247
Q14554,Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein),PDIA5 PDIR,1.424421467,1.509809611,1.647140039,1228
Q14566,DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM),MCM6,0.925366814,0.819495163,0.878441815,28831
Q14677,Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR),CLINT1 ENTH EPN4 EPNR KIAA0171,1.065189562,0.898142127,0.878767258,31018
Q14683,Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8),SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1,0.961142294,0.845037167,0.884477318,3663
Q14690,Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11),PDCD11 KIAA0185,1.049039882,0.985463168,1.071696252,12159
Q14696,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61),MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369,0.501930084,0.484357648,0.495956607,36562
Q14697,Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha),GANAB G2AN KIAA0088,0.795657312,0.82665853,0.797357002,8608
Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta),PPP2R5D,0.612604628,0.564225186,0.617209073,7921
Q14746,Conserved oligomeric Golgi complex subunit 2 (COG complex subunit 2) (Component of oligomeric Golgi complex 2) (Low density lipoprotein receptor defect C-complementing protein),COG2 LDLC,1.553225012,1.723410003,1.728303748,19695
Q14789,Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin),GOLGB1,1.243623831,1.252988905,1.212031558,17408
Q14839,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta),CHD4,0.912939439,0.896911548,0.991617357,10608
Q14914,Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74),PTGR1 LTB4DH,0.500856721,0.479975589,0.570946746,28761
Q14919,Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha),DRAP1,0.86366322,0.864986544,0.945216963,17619
Q14974,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),KPNB1 NTF97,0.79671098,0.804057907,0.825986193,4044
Q14978,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130),NOLC1 KIAA0035 NS5ATP13,0.849561792,0.954138445,1.010453649,2542
Q14980,Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen),NUMA1 NMP22 NUMA,1.723387494,1.684791852,1.698915187,2395
Q15005,Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit),SPCS2 KIAA0102 SPC25,0.720669621,0.693956159,0.730187377,351
Q15006,ER membrane protein complex subunit 2 (Tetratricopeptide repeat protein 35) (TPR repeat protein 35),EMC2 KIAA0103 TTC35,1.196454948,1.289406021,1.211439842,32707
Q15008,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A),PSMD6 KIAA0107 PFAAP4,0.884194978,0.897902014,0.978323471,43502
Q15019,Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5),SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2,0.645041851,0.672626134,0.661982249,28233
Q15020,Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein),SART3 KIAA0156 TIP110,1.130773018,1.213470331,1.153155819,20564
Q15021,Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog),NCAPD2 CAPD2 CNAP1 KIAA0159,0.584844904,0.589767191,0.493806706,10774
